session_date,session_high,session_low,poc,vah,val,total_volume,prior_rth_vah,prior_rth_val,prior_rth_poc,prior_rth_high,prior_rth_low,overnight_vah,overnight_val,overnight_poc,overnight_high,overnight_low,ibh,ibl,ib_range,rth_open,rth_close,rth_high,rth_low,normalized_volume,prior_vah,prior_val,prior_poc,prior_high,prior_low,prior_normalized_volume
2025-02-14,22224.0,22088.0,22128.5,22168.25,22102.75,860383,22014.5,21864.5,21977.5,22123.75,21835.0,22212.0,22191.75,22200.25,22220.0,22182.0,22160.0,22088.0,72.0,22108.5,22194.5,22224.0,22088.0,0.6678587518283147,22066.0,21862.75,21977.5,22162.0,21835.0,1.0454889516078976
2025-02-16,22281.75,22196.0,22246.0,22273.0,22232.25,182398,22166.0,22102.75,22128.5,22224.0,22088.0,22273.0,22232.25,22246.0,22281.75,22196.0,,,,,,,,0.141583574542943,22168.25,22102.75,22128.5,22224.0,22088.0,0.6678587518283147
2025-02-17,22320.0,22192.0,22233.25,22284.0,22198.75,373986,,,,,,22315.5,22262.75,22284.25,22320.0,22198.5,22242.0,22192.0,50.0,22241.0,22235.25,22252.25,22192.0,0.2903007418338857,22273.0,22232.25,22246.0,22281.75,22196.0,0.141583574542943
2025-02-18,22291.5,22103.0,22183.25,22224.75,22143.5,1163879,22166.0,22102.75,22128.5,22224.0,22088.0,22281.5,22214.75,22263.0,22291.5,22179.0,22268.0,22130.25,137.75,22257.75,22238.5,22268.0,22103.0,0.9034427414525706,22284.0,22198.75,22233.25,22320.0,22192.0,0.2903007418338857
2025-02-19,22299.75,22118.0,22182.75,22248.0,22163.5,1123692,22204.5,22148.75,22174.25,22268.0,22103.0,22221.25,22173.75,22182.75,22249.25,22140.5,22221.5,22118.0,103.5,22207.5,22247.75,22299.75,22118.0,0.8722482156893646,22224.75,22143.5,22183.25,22291.5,22103.0,0.9034427414525706
2025-02-20,22245.75,21950.75,22050.25,22138.25,22001.0,1324623,22256.25,22162.25,22235.75,22299.75,22118.0,22188.0,22111.75,22148.0,22245.75,22104.25,22227.0,21950.75,276.25,22210.0,22144.25,22227.0,21950.75,1.028217739568399,22248.0,22163.5,22182.75,22299.75,22118.0,0.8722482156893646
2025-02-21,22188.0,21652.25,21692.0,22006.0,21662.0,1395317,22109.0,22012.75,22050.25,22227.0,21950.75,21692.25,21671.25,21682.75,21699.0,21652.25,22188.0,21992.25,195.75,22186.5,21683.0,22188.0,21662.0,1.0830928435648177,22138.25,22001.0,22050.25,22245.75,21950.75,1.028217739568399
2025-02-23,21813.0,21677.75,21771.5,21790.75,21749.0,360703,22007.5,21666.75,21692.0,22188.0,21662.0,21790.75,21749.0,21771.5,21813.0,21677.75,,,,,,,,0.27999002230486725,22006.0,21662.0,21692.0,22188.0,21652.25,1.0830928435648177
2025-02-24,21801.75,21285.5,21431.0,21606.25,21358.0,1881077,,,,,,21445.0,21365.5,21431.0,21453.25,21285.5,21801.75,21436.75,365.0,21753.0,21422.5,21801.75,21408.5,1.4601563923426553,21790.75,21749.0,21771.5,21813.0,21677.75,0.27999002230486725
2025-02-25,21397.5,20990.5,21197.75,21298.0,21087.0,1994153,21643.5,21500.0,21522.0,21801.75,21408.5,21326.75,21241.75,21275.75,21332.5,21140.0,21397.5,21028.0,369.5,21391.5,21150.25,21397.5,20990.5,1.547929856278761,21606.25,21358.0,21431.0,21801.75,21285.5,1.4601563923426553
2025-02-26,21409.75,21064.75,21321.5,21396.0,21204.0,1962715,21253.5,21071.25,21197.75,21397.5,20990.5,21373.75,21208.0,21321.5,21386.5,21096.25,21372.0,21188.5,183.5,21237.75,21193.25,21409.75,21064.75,1.5235266039597606,21298.0,21087.0,21197.75,21397.5,20990.5,1.547929856278761
2025-02-27,21381.0,20516.5,21056.5,21381.0,20724.5,2586055,21401.0,21203.5,21371.0,21409.75,21064.75,20657.5,20583.75,20622.0,20687.75,20516.5,21381.0,20896.5,484.5,21340.5,20611.0,21381.0,20597.5,2.0073844607103726,21396.0,21204.0,21321.5,21409.75,21064.75,1.5235266039597606
2025-02-28,20944.25,20460.25,20692.5,20761.75,20576.25,1873414,21210.0,20896.5,21056.5,21381.0,20597.5,20912.5,20888.75,20897.5,20930.75,20868.25,20759.0,20460.25,298.75,20590.75,20913.5,20944.25,20460.25,1.454208109292827,21381.0,20724.5,21056.5,21381.0,20516.5,2.0073844607103726
2025-03-02,21101.0,20836.5,20943.0,21025.75,20882.75,530307,20761.75,20580.5,20692.5,20944.25,20460.25,21025.75,20882.75,20943.0,21101.0,20836.5,,,,,,,,0.41164245586653625,20761.75,20576.25,20692.5,20944.25,20460.25,1.454208109292827
2025-03-03,21120.75,20261.5,20921.5,21120.75,20513.5,2659752,,,,,,20582.5,20382.75,20508.0,20591.75,20261.5,21120.75,20759.75,361.0,21055.75,20475.5,21120.75,20317.5,2.064590596156437,21025.75,20882.75,20943.0,21101.0,20836.5,0.41164245586653625
2025-03-04,20733.0,20075.75,20546.75,20624.75,20258.0,2545846,21000.75,20709.0,20921.5,21120.75,20317.5,20578.0,20467.25,20547.0,20631.25,20379.25,20430.0,20075.75,354.25,20342.5,20391.75,20733.0,20075.75,1.976172857793689,21120.75,20513.5,20921.5,21120.75,20261.5,2.064590596156437
2025-03-05,20725.5,20215.0,20390.5,20554.25,20252.0,2354640,20407.5,20108.75,20180.0,20733.0,20075.75,20654.5,20375.25,20605.5,20663.0,20299.25,20496.75,20270.25,226.5,20421.25,20656.25,20725.5,20215.0,1.8277522119858516,20624.75,20258.0,20546.75,20733.0,20075.75,1.976172857793689
2025-03-06,20513.25,20002.75,20174.25,20287.25,20010.25,2410257,20532.0,20228.0,20385.5,20725.5,20215.0,20214.25,20123.0,20179.0,20270.75,20027.0,20483.5,20228.25,255.25,20310.75,20092.0,20513.25,20002.75,1.8709240322106064,20554.25,20252.0,20390.5,20725.5,20215.0,1.8277522119858516
2025-03-07,20286.75,19766.0,20173.0,20249.75,19975.75,2147067,20343.25,20008.0,20106.5,20513.25,20002.75,20218.0,20186.25,20206.5,20228.75,20145.0,20242.25,20024.25,218.0,20037.5,20224.75,20286.75,19766.0,1.6666269402251837,20287.25,20010.25,20174.25,20513.25,20002.75,1.8709240322106064
2025-03-09,20156.0,19654.25,19891.5,20012.5,19660.75,1109930,20249.75,19972.5,20173.0,20286.75,19766.0,20012.5,19660.75,19891.5,20156.0,19654.25,,,,,,,,0.8615656799550913,20249.75,19975.75,20173.0,20286.75,19766.0,1.6666269402251837
2025-03-10,19702.75,19140.0,19460.25,19601.75,19397.75,2845934,,,,,,19565.5,19394.5,19460.25,19613.5,19140.0,19697.25,19520.0,177.25,19668.25,19472.0,19702.75,19271.75,2.209111441097468,20012.5,19660.75,19891.5,20156.0,19654.25,0.8615656799550913
2025-03-11,19788.75,19201.0,19470.5,19607.5,19278.0,2678885,19675.25,19455.0,19610.5,19702.75,19271.75,19772.0,19572.0,19702.25,19788.75,19387.0,19508.5,19265.25,243.25,19321.75,19399.75,19687.5,19201.0,2.0794422860419077,19601.75,19397.75,19460.25,19702.75,19140.0,2.209111441097468
2025-03-12,19727.75,19324.0,19543.0,19661.75,19470.5,2557190,19502.25,19282.25,19365.75,19687.5,19201.0,19582.25,19426.25,19543.0,19693.75,19324.0,19644.0,19395.0,249.0,19630.25,19571.0,19727.75,19395.0,1.984978459113962,19607.5,19278.0,19470.5,19788.75,19201.0,2.0794422860419077
2025-03-13,19620.75,19165.5,19309.75,19491.0,19249.0,2391879,19698.25,19555.25,19629.0,19727.75,19395.0,19539.25,19387.25,19475.75,19620.75,19298.25,19531.5,19342.75,188.75,19476.25,19294.75,19531.5,19165.5,1.8566583991831052,19661.75,19470.5,19543.0,19727.75,19324.0,1.984978459113962
2025-03-14,19742.75,19467.25,19671.5,19697.5,19622.5,1141637,19392.25,19221.0,19309.75,19531.5,19165.5,,,,,,19665.0,19467.25,197.75,19475.25,19666.75,19742.75,19467.25,0.8861777392870637,19491.0,19249.0,19309.75,19620.75,19165.5,1.8566583991831052
2025-03-16,19848.0,19551.0,19601.0,19761.25,19554.5,488455,19697.5,19622.5,19671.5,19742.75,19467.25,19761.25,19554.5,19601.0,19848.0,19551.0,,,,,,,,0.3791555000788015,19697.5,19622.5,19671.5,19742.75,19467.25,0.8861777392870637
2025-03-17,19959.25,19434.25,19690.75,19849.25,19631.0,930679,,,,,,19832.75,19532.75,19762.25,19858.0,19434.25,19759.5,19654.5,105.0,19716.75,19830.5,19959.25,19628.5,0.722424914593645,19761.25,19554.5,19601.0,19848.0,19551.0,0.3791555000788015
2025-03-18,19900.0,19401.0,19772.25,19900.0,19534.0,873523,19697.5,19622.5,19671.5,19742.75,19467.25,19814.0,19693.5,19772.25,19900.0,19658.75,19530.0,19401.0,129.0,19495.75,19496.75,19579.25,19401.0,0.678058469859731,19849.25,19631.0,19690.75,19959.25,19434.25,0.722424914593645
2025-03-19,20142.25,19734.5,19896.75,19995.25,19788.75,1745245,19528.5,19465.75,19483.0,19579.25,19401.0,20088.75,19856.5,20051.0,20093.25,19734.5,19883.75,19788.75,95.0,19847.5,19945.75,20142.25,19765.5,1.3547189418370738,19900.0,19534.0,19772.25,19900.0,19401.0,0.678058469859731
2025-03-20,20105.0,19602.5,19875.5,19933.0,19667.25,1868662,19963.0,19790.0,19874.25,20142.25,19765.5,19800.25,19622.0,19704.5,19933.0,19602.5,20105.0,20008.75,96.25,20054.5,19894.25,20105.0,19795.5,1.4505194441417395,19995.25,19788.75,19896.75,20142.25,19734.5,1.3547189418370738
2025-03-21,19977.75,19675.0,19851.5,19896.0,19738.75,976408,19998.75,19800.75,19875.5,20105.0,19795.5,,,,,,19811.75,19694.5,117.25,19744.75,19971.0,19977.75,19675.0,0.7579213305646219,19933.0,19667.25,19875.5,20105.0,19602.5,1.4505194441417395
2025-03-23,20347.5,20048.0,20267.75,20347.5,20199.5,642875,19896.0,19738.75,19851.5,19977.75,19675.0,20347.5,20199.5,20267.75,20347.5,20048.0,,,,,,,,0.4990215928041672,19896.0,19738.75,19851.5,19977.75,19675.0,0.7579213305646219
2025-03-24,20454.75,20292.0,20335.0,20393.25,20321.75,1255773,,,,,,20436.5,20361.75,20406.75,20454.75,20292.0,20371.0,20314.0,57.0,20339.25,20356.5,20409.25,20308.25,0.9747740115270737,20347.5,20199.5,20267.75,20347.5,20048.0,0.4990215928041672
2025-03-25,20536.75,20226.0,20451.25,20490.5,20415.5,1315521,20369.5,20328.25,20334.25,20409.25,20308.25,20494.5,20320.75,20460.5,20536.75,20226.0,20496.5,20421.75,74.75,20454.0,20517.25,20524.75,20402.0,1.021152455434308,20393.25,20321.75,20335.0,20454.75,20292.0,0.9747740115270737
2025-03-26,20320.5,19937.75,20081.25,20153.25,19982.0,1816670,20471.75,20415.25,20443.75,20524.75,20402.0,20108.0,20012.25,20072.25,20148.0,19937.75,20320.5,20253.5,67.0,20285.0,20090.5,20320.5,20041.25,1.410161473069487,20490.5,20415.5,20451.25,20536.75,20226.0,1.021152455434308
2025-03-27,20199.0,19630.75,20062.5,20175.75,19913.5,1879231,20203.75,20047.75,20118.75,20320.5,20041.25,19982.5,19845.5,19879.0,20011.25,19630.75,20199.0,20106.25,92.75,20120.5,19997.25,20199.0,19975.0,1.4587234639190636,20153.25,19982.0,20081.25,20320.5,19937.75,1.410161473069487
2025-03-28,19660.75,19360.75,19464.25,19592.25,19421.5,1105026,20111.75,20006.5,20062.5,20199.0,19975.0,,,,,,19660.75,19554.75,106.0,19638.75,19362.25,19660.75,19360.75,0.8577590271981609,20175.75,19913.5,20062.5,20199.0,19630.75,1.4587234639190636
2025-03-30,19365.0,18976.75,19211.0,19257.0,19084.0,922968,19592.25,19421.5,19464.25,19660.75,19360.75,19257.0,19084.0,19211.0,19365.0,18976.75,,,,,,,,0.7164393722998664,19592.25,19421.5,19464.25,19660.75,19360.75,0.8577590271981609
2025-03-31,19511.5,19060.25,19360.25,19470.25,19247.75,2189747,,,,,,19424.5,19332.25,19360.25,19511.5,19261.25,19233.0,19060.25,172.75,19060.5,19412.5,19489.5,19060.25,1.6997566179710624,19257.0,19084.0,19211.0,19365.0,18976.75,0.7164393722998664
2025-04-01,19693.25,19317.0,19570.75,19619.0,19462.25,2192808,19362.75,19060.25,19232.75,19489.5,19060.25,19605.25,19453.25,19570.75,19693.25,19317.0,19604.0,19327.75,276.25,19333.5,19597.5,19643.25,19327.75,1.702132671007148,19470.25,19247.75,19360.25,19511.5,19060.25,1.6997566179710624
2025-04-02,20045.25,18817.5,19674.75,20045.25,19017.25,2796329,19626.25,19466.25,19570.75,19643.25,19327.75,19058.75,18879.25,18990.5,19176.75,18817.5,19714.0,19560.75,153.25,19598.25,19137.0,20045.25,19076.25,2.170606341177498,19619.0,19462.25,19570.75,19693.25,19317.0,1.702132671007148
2025-04-03,18988.25,17819.5,18837.75,18988.25,18181.75,2836267,19769.0,19569.25,19674.75,20045.25,19076.25,18471.0,17819.5,18141.25,18713.25,17819.5,18948.0,18720.25,227.75,18922.25,18648.5,18988.25,18614.0,2.2016075846127117,20045.25,19017.25,19674.75,20045.25,18817.5,2.170606341177498
2025-04-04,18147.0,17387.0,17776.5,17968.5,17645.0,1701947,18929.0,18769.0,18837.75,18988.25,18614.0,,,,,,18147.0,17655.25,491.75,17916.0,17498.75,18147.0,17387.0,1.321109551325334,18988.25,18181.75,18837.75,18988.25,17819.5,2.2016075846127117
2025-04-06,18360.25,16452.5,16767.0,17164.25,16587.0,2015322,17968.5,17645.0,17776.5,18147.0,17387.0,17164.25,16587.0,16767.0,18360.25,16452.5,,,,,,,,1.5643619590951272,17968.5,17645.0,17776.5,18147.0,17387.0,1.321109551325334
2025-04-07,18357.25,17150.75,17734.5,17855.5,17258.0,2731589,,,,,,18144.25,17662.5,17768.5,18357.25,17644.0,17799.0,17150.75,648.25,17364.0,17629.5,17821.75,17150.75,2.120352935899424,17164.25,16587.0,16767.0,18360.25,16452.5,1.5643619590951272
2025-04-08,18332.5,16735.0,17241.0,17685.5,16898.75,3200106,17738.25,17353.0,17644.0,17821.75,17150.75,17328.75,16860.0,16945.0,17597.25,16735.0,18332.5,17979.25,353.25,18283.25,17232.5,18332.5,16972.0,2.484031877522337,17855.5,17258.0,17734.5,18357.25,17150.75,2.120352935899424
2025-04-09,19388.0,17214.5,18843.5,19332.75,18588.25,2670240,18332.5,17534.25,18030.25,18332.5,16972.0,19022.25,18590.25,18826.25,19384.5,18563.5,17553.25,17214.5,338.75,17445.25,19351.0,19388.0,17214.5,2.0727317409595947,17685.5,16898.75,17241.0,18332.5,16735.0,2.484031877522337
2025-04-10,18801.25,17918.25,18524.75,18650.25,18303.25,2997187,18898.25,17214.5,17455.25,19388.0,17214.5,18640.75,18376.5,18524.75,18793.25,18071.75,18801.25,18466.75,334.5,18644.0,18502.5,18801.25,17918.25,2.326519199956358,19332.75,18588.25,18843.5,19388.0,17214.5,2.0727317409595947
2025-04-11,18873.25,18270.0,18812.75,18857.5,18526.75,1208893,18608.25,18205.5,18468.0,18801.25,17918.25,,,,,,18566.0,18270.0,296.0,18304.0,18819.0,18873.25,18270.0,0.9383841499355366,18650.25,18303.25,18524.75,18801.25,17918.25,2.326519199956358
2025-04-13,19255.75,18924.75,19082.5,19156.25,19025.25,953027,18857.5,18526.75,18812.75,18873.25,18270.0,19156.25,19025.25,19082.5,19255.75,18924.75,,,,,,,,0.7397721975895424,18857.5,18526.75,18812.75,18873.25,18270.0,0.9383841499355366
2025-04-14,19193.0,18738.5,18882.0,19033.75,18811.75,2063051,,,,,,19042.0,18856.0,18988.75,19144.75,18809.75,19193.0,18942.0,251.0,19136.0,18903.75,19193.0,18738.5,1.6014108435640366,19156.25,19025.25,19082.5,19255.75,18924.75,0.7397721975895424
2025-04-15,19090.75,18504.5,18967.5,19090.75,18669.5,1917578,19030.25,18800.5,18871.75,19193.0,18738.5,18731.0,18572.0,18693.5,18861.0,18504.5,19089.25,18966.75,122.5,18968.0,18940.0,19090.75,18884.5,1.4884897186641717,19033.75,18811.75,18882.0,19193.0,18738.5,1.6014108435640366
2025-04-16,18735.25,18116.25,18572.5,18644.25,18366.75,2165070,19039.25,18924.25,18967.5,19090.75,18884.5,18539.25,18382.75,18411.5,18652.0,18315.5,18735.25,18589.5,145.75,18618.0,18372.75,18735.25,18116.25,1.6806014854093227,19090.75,18669.5,18967.5,19090.75,18504.5,1.4884897186641717
2025-04-17,18526.0,18261.25,18387.75,18459.25,18340.0,1125002,18735.25,18334.0,18581.75,18735.25,18116.25,,,,,,18444.0,18261.25,182.75,18321.5,18430.0,18526.0,18261.25,0.8732650825555104,18644.25,18366.75,18572.5,18735.25,18116.25,1.6806014854093227
2025-04-20,18384.75,17897.75,18103.5,18301.75,18045.5,709501,18459.25,18340.0,18387.75,18526.0,18261.25,18301.75,18045.5,18103.5,18384.75,17897.75,,,,,,,,0.5507389758757915,18459.25,18340.0,18387.75,18526.0,18261.25,0.8732650825555104
2025-04-21,18305.75,17700.0,17834.25,18077.75,17700.75,1616168,,,,,,18222.75,17972.5,18100.25,18305.75,17863.75,17988.0,17857.0,131.0,17925.5,17912.0,17988.0,17700.0,1.2545249536832592,18301.75,18045.5,18103.5,18384.75,17897.75,0.5507389758757915
2025-04-22,19145.0,18210.5,18354.75,18771.5,18210.5,2057127,17888.75,17712.75,17834.25,17988.0,17700.0,19014.25,18624.25,18740.0,19145.0,18618.25,18386.0,18244.5,141.5,18279.5,18359.25,18513.5,18210.5,1.5968124318731605,18077.75,17700.75,17834.25,18305.75,17700.0,1.2545249536832592
2025-04-23,19165.75,18595.0,18849.5,18958.5,18734.5,2090186,18396.0,18255.5,18354.75,18513.5,18210.5,18973.75,18645.75,18846.75,19142.0,18595.0,19165.75,18881.0,284.75,19101.5,18850.0,19165.75,18729.75,1.6224739599097353,18771.5,18210.5,18354.75,19145.0,18210.5,1.5968124318731605
2025-04-24,19497.25,19087.5,19256.25,19421.75,19220.25,1961643,18951.25,18788.0,18881.0,19165.75,18729.75,19438.25,19281.25,19408.0,19497.25,19215.25,19209.0,19087.5,121.5,19139.25,19346.25,19417.0,19087.5,1.5226944808448688,18958.5,18734.5,18849.5,19165.75,18595.0,1.6224739599097353
2025-04-25,19590.0,19234.5,19352.75,19490.75,19295.75,1060782,19321.0,19159.75,19243.5,19417.0,19087.5,,,,,,19393.0,19234.5,158.5,19271.75,19554.75,19590.0,19234.5,0.8234153190868989,19421.75,19220.25,19256.25,19497.25,19087.5,1.5226944808448688
2025-04-27,19622.75,19392.0,19496.0,19549.0,19450.5,709571,19490.75,19295.75,19352.75,19590.0,19234.5,19549.0,19450.5,19496.0,19622.75,19392.0,,,,,,,,0.5507933122732191,19490.75,19295.75,19352.75,19590.0,19234.5,0.8234153190868989
2025-04-28,19631.5,19257.75,19500.5,19583.0,19369.5,1703444,,,,,,19580.25,19469.25,19506.25,19631.5,19379.25,19539.25,19312.0,227.25,19489.25,19483.75,19579.0,19257.75,1.3222715739960362,19549.0,19450.5,19496.0,19622.75,19392.0,0.5507933122732191
2025-04-29,19692.5,19102.25,19564.0,19687.0,19425.25,1731849,19466.5,19267.0,19318.5,19579.0,19257.75,19512.75,19102.25,19272.25,19623.25,19102.25,19615.25,19491.75,123.5,19497.25,19614.25,19692.5,19470.75,1.3443205078379221,19583.0,19369.5,19500.5,19631.5,19257.75,1.3222715739960362
