session_date,session_high,session_low,poc,vah,val,total_volume,prior_rth_vah,prior_rth_val,prior_rth_poc,prior_rth_high,prior_rth_low,overnight_vah,overnight_val,overnight_poc,overnight_high,overnight_low,ibh,ibl,ib_range,rth_open,rth_close,rth_high,rth_low,normalized_volume,prior_vah,prior_val,prior_poc,prior_high,prior_low,prior_normalized_volume
2025-01-30,21813.75,21419.0,21550.5,21700.0,21512.25,1735180,21561.0,21473.75,21524.25,21606.25,21368.0,21806.0,21728.75,21786.0,21813.75,21583.5,21748.75,21522.0,226.75,21650.0,21621.75,21748.75,21419.0,1.3469061441212287,21568.25,21421.5,21524.25,21709.5,21368.0,1.4636199495615425
2025-01-31,21965.75,21531.5,21905.0,21957.5,21714.5,1464138,21650.25,21517.25,21550.5,21748.75,21419.0,21581.0,21554.0,21573.25,21592.5,21531.5,21921.5,21764.0,157.5,21774.25,21580.75,21965.75,21536.25,1.136514060812923,21700.0,21512.25,21550.5,21813.75,21419.0,1.3469061441212287
2025-02-02,21280.25,20940.25,21207.0,21270.0,21080.75,767698,21957.5,21724.75,21905.0,21965.75,21536.25,21270.0,21080.75,21207.0,21280.25,20940.25,,,,,,,,0.5959134804628794,21957.5,21714.5,21905.0,21965.75,21531.5,1.136514060812923
2025-02-03,21600.0,21113.25,21402.25,21505.0,21333.25,2024150,,,,,,21475.75,21329.25,21387.25,21600.0,21240.75,21363.5,21113.25,250.25,21215.75,21404.5,21520.0,21113.25,1.5712145550450012,21270.0,21080.75,21207.0,21280.25,20940.25,0.5959134804628794
2025-02-04,21694.75,21405.0,21650.75,21680.0,21540.0,1286851,21511.0,21324.25,21402.25,21520.0,21113.25,21572.5,21458.0,21516.25,21693.0,21429.0,21663.5,21405.0,258.5,21421.75,21668.0,21694.75,21405.0,0.9988978195164463,21505.0,21333.25,21402.25,21600.0,21113.25,1.5712145550450012
2025-02-05,21833.0,21501.0,21713.5,21830.5,21585.5,1266044,21680.0,21591.0,21652.0,21694.75,21405.0,21804.25,21746.75,21772.0,21833.0,21706.0,21609.0,21501.0,108.0,21550.75,21760.5,21769.25,21501.0,0.9827467134982059,21680.0,21540.0,21650.75,21694.75,21405.0,0.9988978195164463
2025-02-06,21923.5,21711.75,21776.5,21842.0,21751.25,1242067,21753.25,21571.5,21711.0,21769.25,21501.0,21881.5,21838.5,21868.0,21923.5,21762.25,21849.5,21738.0,111.5,21776.75,21871.0,21882.0,21711.75,0.9641349449107425,21830.5,21585.5,21713.5,21833.0,21501.0,0.9827467134982059
2025-02-07,21967.75,21553.0,21587.5,21750.0,21573.5,1289992,21823.75,21761.5,21776.5,21882.0,21711.75,21595.5,21581.25,21587.5,21603.5,21574.25,21967.75,21685.0,282.75,21885.5,21588.0,21967.75,21553.0,1.0013359712924492,21842.0,21751.25,21776.5,21923.5,21711.75,0.9641349449107425
2025-02-09,21791.5,21415.0,21698.0,21767.0,21664.25,295502,21751.0,21573.5,21656.75,21967.75,21553.0,21767.0,21664.25,21698.0,21791.5,21415.0,,,,,,,,0.22937877303801987,21750.0,21573.5,21587.5,21967.75,21553.0,1.0013359712924492
2025-02-10,21893.75,21669.5,21867.75,21886.25,21776.75,1014160,,,,,,21812.5,21728.25,21759.0,21848.25,21669.5,21873.5,21742.25,131.25,21764.5,21843.25,21893.75,21742.25,0.7872257259315951,21767.0,21664.25,21698.0,21791.5,21415.0,0.22937877303801987
2025-02-11,21871.25,21510.0,21791.5,21841.0,21762.5,1235441,21881.75,21826.0,21867.75,21893.75,21742.25,21848.5,21566.5,21791.5,21848.5,21510.0,21845.25,21700.25,145.0,21706.25,21790.5,21871.25,21700.25,0.9589916167770922,21886.25,21776.75,21867.75,21893.75,21669.5,0.7872257259315951
2025-02-12,21927.0,21535.75,21791.0,21914.5,21699.75,1398016,21833.25,21763.75,21785.0,21871.25,21700.25,21877.75,21776.5,21821.5,21927.0,21752.75,21739.0,21535.75,203.25,21551.0,21801.75,21839.0,21535.75,1.0851878998027775,21841.0,21762.5,21791.5,21871.25,21510.0,0.9589916167770922
2025-02-13,22162.0,21835.0,21977.5,22066.0,21862.75,1346873,21838.25,21674.0,21791.0,21839.0,21535.75,22130.75,22069.0,22107.0,22162.0,22042.5,21996.5,21835.0,161.5,21869.25,22110.25,22123.75,21835.0,1.0454889516078976,21914.5,21699.75,21791.0,21927.0,21535.75,1.0851878998027775
